id,name,status,dietary
REG-13534,Yusuf Lindqvist,cancelled,vegan
REG-13535,Lars Moreau,cancelled,vegan
REG-13536,Carmen Wieland,cancelled,halal
REG-13537,Sven Eriksen,confirmed,none
REG-13538,Elif Castellanos,confirmed,none
REG-13539,Greta Lindqvist,confirmed,none
REG-13540,Farid Okonkwo,confirmed,vegan
REG-13541,Keiko Sorensen,confirmed,none
REG-13542,Zofia Fontaine,confirmed,none
REG-13543,Ines Wieland,confirmed,vegan
REG-13544,Xiomara Bergstrom,confirmed,none
REG-13545,Jonas Bergstrom,cancelled,kosher
REG-13546,Sven Lindqvist,confirmed,halal
REG-13547,Tamar Dimitrov,confirmed,none
REG-13548,Ines Wieland,confirmed,none
REG-13549,Mireille Quispe,cancelled,none
REG-13550,Keiko Lindqvist,cancelled,none
REG-13551,Priya Kovacs,confirmed,none
REG-13552,Ada Hashimoto,confirmed,none
REG-13553,Elif Dimitrov,confirmed,none
REG-13554,Omar Quispe,confirmed,vegan
REG-13555,Vera Wieland,confirmed,vegetarian
REG-13556,Umut Tanaka,cancelled,halal
REG-13557,Tamar Petrov,confirmed,none
REG-13558,Wendell Moreau,confirmed,none
REG-13559,Jonas Kovacs,confirmed,none
REG-13560,Jonas Fontaine,confirmed,kosher
REG-13561,Sven Petrov,waitlist,gluten-free
REG-13562,Wendell Vasquez,confirmed,vegan
REG-13563,Farid Moreau,waitlist,none
REG-13564,Deepak Castellanos,confirmed,none
REG-13565,Jonas Nakamura,cancelled,none
REG-13566,Rosa Kovacs,cancelled,none
REG-13567,Mireille Sorensen,confirmed,none
REG-13568,Wendell Okonkwo,confirmed,none
REG-13569,Rosa Moreau,cancelled,kosher
REG-13570,Yusuf Wieland,confirmed,none
REG-13571,Mireille Rasmussen,confirmed,none
REG-13572,Keiko Ustinov,confirmed,none
REG-13573,Rosa Dimitrov,confirmed,none
REG-13574,Ines Zielinski,confirmed,gluten-free
REG-13575,Xiomara Wieland,confirmed,none
REG-13576,Zofia Jankowski,confirmed,none
REG-13577,Deepak Eriksen,confirmed,none
REG-13578,Carmen Sorensen,confirmed,none
REG-13579,Keiko Abbasi,confirmed,none
REG-13580,Bruno Zielinski,confirmed,none
REG-13581,Greta Dimitrov,confirmed,none
REG-13582,Greta Grigoryan,confirmed,none
REG-13583,Vera Okonkwo,confirmed,none
REG-13584,Wendell Jankowski,confirmed,halal
REG-13585,Xiomara Jankowski,waitlist,none
REG-13586,Bruno Kovacs,confirmed,none
REG-13587,Deepak Nakamura,waitlist,none
REG-13588,Rosa Bergstrom,confirmed,none
REG-13589,Vera Wieland,waitlist,none
REG-13590,Priya Kovacs,confirmed,none
REG-13591,Lars Vasquez,cancelled,kosher
REG-13592,Greta Eriksen,confirmed,none
REG-13593,Xiomara Yamada,waitlist,halal
REG-13594,Lars Fontaine,confirmed,gluten-free
REG-13595,Farid Quispe,confirmed,halal
