id,name,status,dietary
REG-18372,Farid Grigoryan,confirmed,none
REG-18373,Quentin Hashimoto,confirmed,none
REG-18374,Carmen Kovacs,confirmed,none
REG-18375,Greta Moreau,confirmed,none
REG-18376,Greta Iyer,confirmed,none
REG-18377,Xiomara Iyer,confirmed,none
REG-18378,Priya Rasmussen,confirmed,none
REG-18379,Yusuf Vasquez,confirmed,none
REG-18380,Farid Eriksen,waitlist,none
REG-18381,Nadia Xu,confirmed,none
REG-18382,Hiro Quispe,confirmed,kosher
REG-18383,Jonas Lindqvist,confirmed,none
REG-18384,Omar Dimitrov,confirmed,none
REG-18385,Farid Castellanos,confirmed,none
REG-18386,Lars Xu,confirmed,vegetarian
REG-18387,Keiko Okonkwo,waitlist,none
REG-18388,Wendell Jankowski,confirmed,none
REG-18389,Keiko Zielinski,confirmed,vegan
REG-18390,Omar Quispe,confirmed,none
REG-18391,Yusuf Dimitrov,confirmed,vegan
REG-18392,Ines Sorensen,confirmed,none
REG-18393,Bruno Vasquez,cancelled,none
REG-18394,Mireille Ustinov,confirmed,none
REG-18395,Hiro Nakamura,waitlist,none
REG-18396,Lars Nakamura,confirmed,halal
REG-18397,Wendell Xu,confirmed,gluten-free
REG-18398,Greta Hashimoto,waitlist,none
REG-18399,Rosa Rasmussen,confirmed,none
REG-18400,Jonas Okonkwo,cancelled,none
REG-18401,Deepak Castellanos,cancelled,none
REG-18402,Bruno Jankowski,confirmed,gluten-free
REG-18403,Carmen Eriksen,waitlist,gluten-free
REG-18404,Ines Petrov,confirmed,none
REG-18405,Tamar Tanaka,confirmed,none
REG-18406,Tamar Petrov,waitlist,gluten-free
REG-18407,Zofia Eriksen,confirmed,none
REG-18408,Tamar Dimitrov,cancelled,kosher
REG-18409,Keiko Hashimoto,cancelled,none
REG-18410,Umut Bergstrom,confirmed,none
REG-18411,Tamar Vasquez,confirmed,vegan
REG-18412,Hiro Hashimoto,confirmed,none
REG-18413,Yusuf Fontaine,cancelled,none
REG-18414,Hiro Sorensen,cancelled,kosher
REG-18415,Yusuf Jankowski,confirmed,halal
REG-18416,Elif Fontaine,confirmed,halal
REG-18417,Rosa Sorensen,confirmed,none
