id,name,status,dietary
REG-17148,Farid Petrov,waitlist,none
REG-17149,Rosa Quispe,confirmed,none
REG-17150,Umut Abbasi,confirmed,none
REG-17151,Wendell Lindqvist,cancelled,none
REG-17152,Tamar Iyer,confirmed,none
REG-17153,Ines Castellanos,confirmed,none
REG-17154,Xiomara Bergstrom,confirmed,none
REG-17155,Farid Yamada,cancelled,none
REG-17156,Wendell Castellanos,confirmed,none
REG-17157,Deepak Moreau,confirmed,none
REG-17158,Elif Bergstrom,cancelled,none
REG-17159,Deepak Iyer,confirmed,halal
REG-17160,Ada Yamada,confirmed,gluten-free
REG-17161,Bruno Bergstrom,confirmed,none
REG-17162,Omar Iyer,confirmed,none
REG-17163,Lars Zielinski,waitlist,vegetarian
REG-17164,Jonas Hashimoto,confirmed,vegetarian
REG-17165,Wendell Dimitrov,confirmed,none
REG-17166,Keiko Zielinski,confirmed,none
REG-17167,Vera Grigoryan,confirmed,halal
REG-17168,Carmen Eriksen,cancelled,none
REG-17169,Farid Hashimoto,confirmed,none
REG-17170,Greta Vasquez,waitlist,halal
REG-17171,Elif Nakamura,waitlist,none
REG-17172,Nadia Abbasi,confirmed,gluten-free
REG-17173,Tamar Hashimoto,confirmed,none
REG-17174,Tamar Abbasi,cancelled,none
REG-17175,Keiko Jankowski,waitlist,halal
REG-17176,Jonas Wieland,confirmed,vegetarian
REG-17177,Jonas Grigoryan,confirmed,vegan
REG-17178,Greta Hashimoto,waitlist,none
REG-17179,Vera Bergstrom,confirmed,none
REG-17180,Sven Eriksen,confirmed,none
REG-17181,Yusuf Sorensen,confirmed,none
REG-17182,Farid Quispe,waitlist,none
REG-17183,Keiko Eriksen,waitlist,none
REG-17184,Wendell Yamada,confirmed,none
REG-17185,Deepak Castellanos,waitlist,kosher
REG-17186,Sven Wieland,waitlist,halal
REG-17187,Greta Abbasi,confirmed,none
REG-17188,Elif Vasquez,confirmed,none
REG-17189,Farid Lindqvist,confirmed,gluten-free
REG-17190,Tamar Lindqvist,waitlist,none
REG-17191,Carmen Castellanos,waitlist,none
REG-17192,Deepak Dimitrov,confirmed,none
REG-17193,Rosa Ustinov,confirmed,none
REG-17194,Keiko Vasquez,confirmed,none
REG-17195,Rosa Dimitrov,cancelled,none
REG-17196,Jonas Iyer,waitlist,none
REG-17197,Yusuf Tanaka,waitlist,none
REG-17198,Elif Wieland,confirmed,none
REG-17199,Keiko Tanaka,confirmed,vegetarian
REG-17200,Quentin Sorensen,confirmed,none
REG-17201,Bruno Petrov,cancelled,none
REG-17202,Keiko Kovacs,confirmed,none
REG-17203,Hiro Iyer,cancelled,none
REG-17204,Keiko Bergstrom,waitlist,vegetarian
REG-17205,Farid Moreau,waitlist,none
REG-17206,Zofia Xu,confirmed,none
REG-17207,Greta Quispe,confirmed,vegan
REG-17208,Rosa Xu,cancelled,vegetarian
REG-17209,Ines Iyer,cancelled,none
REG-17210,Elif Ustinov,waitlist,vegan
REG-17211,Umut Okonkwo,confirmed,none
REG-17212,Zofia Tanaka,confirmed,none
REG-17213,Elif Bergstrom,confirmed,vegetarian
REG-17214,Sven Rasmussen,confirmed,halal
REG-17215,Wendell Zielinski,confirmed,none
REG-17216,Vera Dimitrov,confirmed,none
REG-17217,Xiomara Kovacs,waitlist,none
REG-17218,Quentin Ustinov,confirmed,vegan
REG-17219,Hiro Ustinov,confirmed,none
REG-17220,Lars Yamada,waitlist,kosher
REG-17221,Omar Quispe,confirmed,none
REG-17222,Farid Moreau,waitlist,gluten-free
REG-17223,Deepak Abbasi,confirmed,halal
REG-17224,Nadia Nakamura,waitlist,none
REG-17225,Sven Okonkwo,cancelled,gluten-free
REG-17226,Keiko Quispe,confirmed,none
REG-17227,Vera Okonkwo,confirmed,none
REG-17228,Priya Moreau,confirmed,none
REG-17229,Zofia Okonkwo,confirmed,none
REG-17230,Wendell Xu,confirmed,none
REG-17231,Omar Abbasi,confirmed,none
REG-17232,Hiro Yamada,confirmed,none
REG-17233,Hiro Petrov,confirmed,none
REG-17234,Tamar Rasmussen,confirmed,gluten-free
REG-17235,Nadia Okonkwo,waitlist,none
REG-17236,Sven Petrov,confirmed,none
REG-17237,Priya Grigoryan,confirmed,vegan
REG-17238,Greta Kovacs,confirmed,none
REG-17239,Rosa Dimitrov,waitlist,none
REG-17240,Mireille Wieland,confirmed,none
REG-17241,Farid Grigoryan,confirmed,none
REG-17242,Yusuf Rasmussen,cancelled,none
REG-17243,Elif Moreau,waitlist,none
REG-17244,Elif Grigoryan,cancelled,vegetarian
REG-17245,Deepak Dimitrov,waitlist,none
REG-17246,Ines Jankowski,cancelled,vegan
REG-17247,Quentin Hashimoto,confirmed,none
REG-17248,Keiko Kovacs,confirmed,none
REG-17249,Carmen Jankowski,confirmed,none
REG-17250,Lars Iyer,waitlist,none
REG-17251,Keiko Yamada,confirmed,none
REG-17252,Bruno Xu,waitlist,none
REG-17253,Farid Wieland,confirmed,none
REG-17254,Carmen Abbasi,confirmed,none
REG-17255,Sven Wieland,confirmed,none
REG-17256,Quentin Wieland,confirmed,none
REG-17257,Keiko Nakamura,confirmed,none
REG-17258,Deepak Iyer,confirmed,halal
REG-17259,Wendell Eriksen,confirmed,halal
REG-17260,Greta Iyer,confirmed,none
REG-17261,Quentin Nakamura,cancelled,none
REG-17262,Umut Bergstrom,confirmed,none
REG-17263,Tamar Yamada,waitlist,none
REG-17264,Bruno Grigoryan,confirmed,none
REG-17265,Farid Bergstrom,confirmed,none
REG-17266,Keiko Tanaka,confirmed,halal
REG-17267,Omar Dimitrov,confirmed,none
REG-17268,Omar Wieland,confirmed,halal
REG-17269,Keiko Eriksen,cancelled,none
REG-17270,Lars Iyer,waitlist,none
REG-17271,Mireille Eriksen,confirmed,none
REG-17272,Hiro Eriksen,confirmed,kosher
REG-17273,Ines Abbasi,confirmed,vegan
REG-17274,Lars Hashimoto,confirmed,gluten-free
REG-17275,Keiko Yamada,cancelled,none
REG-17276,Tamar Eriksen,confirmed,none
REG-17277,Omar Nakamura,confirmed,none
REG-17278,Hiro Zielinski,confirmed,gluten-free
REG-17279,Nadia Iyer,confirmed,none
REG-17280,Deepak Dimitrov,cancelled,none
REG-17281,Vera Lindqvist,confirmed,none
REG-17282,Carmen Okonkwo,confirmed,vegan
REG-17283,Ada Fontaine,confirmed,none
REG-17284,Keiko Yamada,confirmed,gluten-free
REG-17285,Quentin Sorensen,confirmed,none
REG-17286,Jonas Bergstrom,confirmed,none
REG-17287,Priya Wieland,confirmed,none
REG-17288,Umut Rasmussen,confirmed,none
REG-17289,Jonas Sorensen,confirmed,halal
REG-17290,Bruno Yamada,confirmed,none
REG-17291,Priya Yamada,confirmed,vegan
REG-17292,Ines Hashimoto,confirmed,kosher
REG-17293,Umut Petrov,waitlist,none
REG-17294,Vera Sorensen,cancelled,kosher
REG-17295,Xiomara Nakamura,confirmed,none
REG-17296,Deepak Castellanos,waitlist,none
REG-17297,Ines Hashimoto,confirmed,none
REG-17298,Farid Iyer,confirmed,none
REG-17299,Hiro Tanaka,confirmed,none
REG-17300,Vera Eriksen,confirmed,none
REG-17301,Zofia Zielinski,waitlist,none
REG-17302,Greta Jankowski,confirmed,gluten-free
REG-17303,Mireille Jankowski,confirmed,none
REG-17304,Sven Vasquez,waitlist,none
REG-17305,Elif Sorensen,confirmed,kosher
REG-17306,Wendell Xu,waitlist,none
REG-17307,Zofia Jankowski,confirmed,none
REG-17308,Umut Zielinski,confirmed,none
REG-17309,Rosa Dimitrov,confirmed,vegan
REG-17310,Yusuf Kovacs,confirmed,kosher
REG-17311,Elif Okonkwo,confirmed,none
REG-17312,Hiro Ustinov,confirmed,none
REG-17313,Greta Dimitrov,confirmed,vegetarian
REG-17314,Wendell Bergstrom,confirmed,none
REG-17315,Mireille Jankowski,confirmed,none
REG-17316,Vera Sorensen,confirmed,vegan
REG-17317,Hiro Quispe,confirmed,none
REG-17318,Ada Castellanos,confirmed,none
REG-17319,Keiko Lindqvist,confirmed,none
REG-17320,Tamar Hashimoto,waitlist,none
REG-17321,Bruno Okonkwo,confirmed,none
REG-17322,Xiomara Dimitrov,confirmed,vegetarian
REG-17323,Deepak Hashimoto,confirmed,none
REG-17324,Deepak Bergstrom,confirmed,none
REG-17325,Ada Lindqvist,confirmed,kosher
REG-17326,Elif Abbasi,cancelled,none
REG-17327,Bruno Rasmussen,confirmed,none
REG-17328,Priya Jankowski,confirmed,none
REG-17329,Priya Hashimoto,waitlist,vegan
REG-17330,Jonas Abbasi,cancelled,none
REG-17331,Rosa Yamada,confirmed,none
REG-17332,Tamar Moreau,confirmed,none
REG-17333,Omar Iyer,cancelled,none
REG-17334,Deepak Yamada,confirmed,none
REG-17335,Vera Grigoryan,confirmed,vegetarian
REG-17336,Xiomara Dimitrov,confirmed,halal
REG-17337,Omar Jankowski,confirmed,none
REG-17338,Ines Vasquez,confirmed,none
REG-17339,Lars Ustinov,waitlist,none
REG-17340,Bruno Hashimoto,waitlist,none
REG-17341,Greta Tanaka,waitlist,vegetarian
REG-17342,Greta Hashimoto,confirmed,none
REG-17343,Wendell Lindqvist,cancelled,none
REG-17344,Bruno Petrov,cancelled,none
REG-17345,Deepak Yamada,confirmed,none
REG-17346,Mireille Xu,waitlist,kosher
REG-17347,Yusuf Yamada,cancelled,none
REG-17348,Hiro Moreau,confirmed,none
REG-17349,Ines Bergstrom,confirmed,none
REG-17350,Omar Tanaka,confirmed,none
REG-17351,Elif Yamada,confirmed,none
REG-17352,Vera Tanaka,waitlist,none
REG-17353,Jonas Zielinski,waitlist,none
REG-17354,Quentin Rasmussen,confirmed,halal
REG-17355,Xiomara Abbasi,confirmed,none
REG-17356,Tamar Rasmussen,confirmed,none
REG-17357,Vera Dimitrov,confirmed,none
REG-17358,Vera Kovacs,confirmed,none
REG-17359,Rosa Hashimoto,confirmed,none
REG-17360,Ines Sorensen,confirmed,none
REG-17361,Keiko Wieland,waitlist,none
REG-17362,Yusuf Jankowski,waitlist,none
REG-17363,Wendell Yamada,confirmed,vegetarian
